Primary Date,trans ID,from team,to team,year,from_gm,to_gm
7/31/2016,74943,SLN,CHA,2016,John Mozeliak,Rick Hahn
7/31/2016,74944,ARI,NYA,2016,Dave Stewart,Brian Cashman
7/31/2016,74944,NYA,ARI,2016,Brian Cashman,Dave Stewart
7/31/2016,84269,NYA,CLE,2016,Brian Cashman,Mike Chernoff
7/31/2016,84269,CLE,NYA,2016,Mike Chernoff,Brian Cashman
7/31/2016,84269,CLE,NYA,2016,Mike Chernoff,Brian Cashman
7/31/2016,84269,CLE,NYA,2016,Mike Chernoff,Brian Cashman
7/31/2016,84269,CLE,NYA,2016,Mike Chernoff,Brian Cashman
7/31/2016,74946,SEA,BAL,2016,Jerry Dipoto,Dan Duquette
7/31/2016,74946,BAL,SEA,2016,Dan Duquette,Jerry Dipoto
8/1/2016,74950,MIN,BOS,2016,Terry Ryan,Dave Dombrowski (POBO)
8/1/2016,74950,BOS,MIN,2016,Dave Dombrowski (POBO),Terry Ryan
8/1/2016,74952,MIA,SDN,2016,Michael Hill (President),A.J. Preller
8/1/2016,74952,SDN,MIA,2016,A.J. Preller,Michael Hill (President)
8/1/2016,74953,TBA,CLE,2016,Matthew Silverman,Mike Chernoff
8/1/2016,74953,CLE,TBA,2016,Mike Chernoff,Matthew Silverman
8/1/2016,74953,CLE,TBA,2016,Mike Chernoff,Matthew Silverman
8/1/2016,74954,OAK,LAN,2016,David Forst,Farhan Zaidi
8/1/2016,74954,OAK,LAN,2016,David Forst,Farhan Zaidi
8/1/2016,74954,LAN,OAK,2016,Farhan Zaidi,David Forst
8/1/2016,74954,LAN,OAK,2016,Farhan Zaidi,David Forst
8/1/2016,74954,LAN,OAK,2016,Farhan Zaidi,David Forst
8/1/2016,84270,MIL,SFN,2016,David Stearns,Bobby Evans
8/1/2016,84270,SFN,MIL,2016,Bobby Evans,David Stearns
8/1/2016,84270,SFN,MIL,2016,Bobby Evans,David Stearns
8/1/2016,74956,NYA,TEX,2016,Brian Cashman,Jon Daniels
8/1/2016,74956,TEX,NYA,2016,Jon Daniels,Brian Cashman
8/1/2016,74956,TEX,NYA,2016,Jon Daniels,Brian Cashman
8/1/2016,74956,TEX,NYA,2016,Jon Daniels,Brian Cashman
8/1/2016,74957,HOU,TOR,2016,Jeff Luhnow,Ross Atkins
8/1/2016,74957,TOR,HOU,2016,Ross Atkins,Jeff Luhnow
8/1/2016,74958,TOR,LAN,2016,Ross Atkins,Farhan Zaidi
8/1/2016,74958,LAN,TOR,2016,Farhan Zaidi,Ross Atkins
8/1/2016,74959,PIT,NYN,2016,Neal Huntington,Sandy Alderson
8/1/2016,74959,NYN,PIT,2016,Sandy Alderson,Neal Huntington
8/1/2016,74959,NYN,PIT,2016,Sandy Alderson,Neal Huntington
8/1/2016,74960,CIN,NYN,2016,Dick Williams,Sandy Alderson
8/1/2016,74960,NYN,CIN,2016,Sandy Alderson,Dick Williams
8/1/2016,74960,NYN,CIN,2016,Sandy Alderson,Dick Williams
8/1/2016,74961,MIN,ANA,2016,Terry Ryan,Billy Eppler
8/1/2016,74961,MIN,ANA,2016,Terry Ryan,Billy Eppler
8/1/2016,74961,MIN,ANA,2016,Terry Ryan,Billy Eppler
8/1/2016,74961,ANA,MIN,2016,Billy Eppler,Terry Ryan
8/1/2016,74961,ANA,MIN,2016,Billy Eppler,Terry Ryan
8/1/2016,84271,TBA,BAL,2016,Matthew Silverman,Dan Duquette
8/1/2016,84271,BAL,TBA,2016,Dan Duquette,Matthew Silverman
8/1/2016,74963,NYA,PIT,2016,Brian Cashman,Neal Huntington
8/1/2016,74964,ANA,CHN,2016,Billy Eppler,Jed Hoyer
8/1/2016,74964,CHN,ANA,2016,Jed Hoyer,Billy Eppler
8/1/2016,74965,TBA,SFN,2016,Matthew Silverman,Bobby Evans
8/1/2016,74965,SFN,TBA,2016,Bobby Evans,Matthew Silverman
8/1/2016,74965,SFN,TBA,2016,Bobby Evans,Matthew Silverman
8/1/2016,74965,SFN,TBA,2016,Bobby Evans,Matthew Silverman
8/1/2016,74966,MIL,TEX,2016,David Stearns,Jon Daniels
8/1/2016,74966,MIL,TEX,2016,David Stearns,Jon Daniels
8/1/2016,74966,TEX,MIL,2016,Jon Daniels,David Stearns
8/1/2016,74966,TEX,MIL,2016,Jon Daniels,David Stearns
8/1/2016,74967,HOU,LAN,2016,Jeff Luhnow,Farhan Zaidi
8/1/2016,74967,LAN,HOU,2016,Farhan Zaidi,Jeff Luhnow
8/1/2016,74968,TOR,PIT,2016,Ross Atkins,Neal Huntington
8/1/2016,74968,PIT,TOR,2016,Neal Huntington,Ross Atkins
8/1/2016,74968,PIT,TOR,2016,Neal Huntington,Ross Atkins
8/1/2016,74968,PIT,TOR,2016,Neal Huntington,Ross Atkins
8/6/2016,74997,TOR,SEA,2016,Ross Atkins,Jerry Dipoto
8/6/2016,74998,ATL,MIA,2016,John Coppolella,Michael Hill (President)
8/6/2016,74998,MIA,ATL,2016,Michael Hill (President),John Coppolella
8/6/2016,74998,MIA,ATL,2016,Michael Hill (President),John Coppolella
8/6/2016,86267,PIT,SEA,2016,Neal Huntington,Jerry Dipoto
8/15/2016,75041,SEA,SDN,2016,Jerry Dipoto,A.J. Preller
8/15/2016,75041,SDN,SEA,2016,A.J. Preller,Jerry Dipoto
8/16/2016,75070,ATL,DET,2016,John Coppolella,Al Avila
8/16/2016,75070,DET,ATL,2016,Al Avila,John Coppolella
8/16/2016,75070,DET,ATL,2016,Al Avila,John Coppolella
8/24/2016,75118,ATL,MIA,2016,John Coppolella,Michael Hill (President)
8/24/2016,75118,TEX,ATL,2016,Jon Daniels,John Coppolella
8/24/2016,75118,MIA,ATL,2016,Michael Hill (President),John Coppolella
8/24/2016,75118,MIA,TEX,2016,Michael Hill (President),Jon Daniels
8/24/2016,75118,ATL,TEX,2016,John Coppolella,Jon Daniels
8/25/2016,75119,PHI,LAN,2016,Matt Klentak,Farhan Zaidi
8/25/2016,75119,PHI,LAN,2016,Matt Klentak,Farhan Zaidi
8/25/2016,75119,LAN,PHI,2016,Farhan Zaidi,Matt Klentak
8/25/2016,75119,LAN,PHI,2016,Farhan Zaidi,Matt Klentak
8/25/2016,84272,OAK,WAS,2016,David Forst,Mike Rizzo
8/25/2016,84272,OAK,WAS,2016,David Forst,Mike Rizzo
8/25/2016,84272,WAS,OAK,2016,Mike Rizzo,David Forst
8/26/2016,75124,CHA,TOR,2016,Rick Hahn,Ross Atkins
8/26/2016,75124,TOR,CHA,2016,Ross Atkins,Rick Hahn
8/29/2016,75139,ANA,KCA,2016,Billy Eppler,Dayton Moore
8/29/2016,75139,KCA,ANA,2016,Dayton Moore,Billy Eppler
8/30/2016,74963,PIT,NYA,2016,Neal Huntington,Brian Cashman
8/30/2016,74963,PIT,NYA,2016,Neal Huntington,Brian Cashman
8/31/2016,75142,ANA,NYN,2016,Billy Eppler,Sandy Alderson
8/31/2016,75142,NYN,ANA,2016,Sandy Alderson,Billy Eppler
8/31/2016,75143,ARI,BAL,2016,Dave Stewart,Dan Duquette
8/31/2016,75143,BAL,ARI,2016,Dan Duquette,Dave Stewart
8/31/2016,75145,NYA,SEA,2016,Brian Cashman,Jerry Dipoto
8/31/2016,75145,SEA,NYA,2016,Jerry Dipoto,Brian Cashman
8/31/2016,75145,SEA,NYA,2016,Jerry Dipoto,Brian Cashman
8/31/2016,75146,PIT,BAL,2016,Neal Huntington,Dan Duquette
8/31/2016,75146,BAL,PIT,2016,Dan Duquette,Neal Huntington
8/31/2016,75147,OAK,CLE,2016,David Forst,Mike Chernoff
8/31/2016,75147,OAK,CLE,2016,David Forst,Mike Chernoff
8/31/2016,75147,CLE,OAK,2016,Mike Chernoff,David Forst
9/1/2016,86267,SEA,PIT,2016,Jerry Dipoto,Neal Huntington
9/1/2016,86267,SEA,PIT,2016,Jerry Dipoto,Neal Huntington
9/5/2016,74966,TEX,MIL,2016,Jon Daniels,David Stearns
9/13/2016,75259,SEA,PIT,2016,Jerry Dipoto,Neal Huntington
9/13/2016,75259,PIT,SEA,2016,Neal Huntington,Jerry Dipoto
9/14/2016,75262,SEA,ATL,2016,Jerry Dipoto,John Coppolella
9/14/2016,75262,ATL,SEA,2016,John Coppolella,Jerry Dipoto
9/15/2016,75119,LAN,PHI,2016,Farhan Zaidi,Matt Klentak
9/26/2016,86268,WAS,PIT,2016,Mike Rizzo,Neal Huntington
9/26/2016,86268,PIT,WAS,2016,Neal Huntington,Mike Rizzo
9/27/2016,75281,ATL,SFN,2016,John Coppolella,Bobby Evans
9/27/2016,75281,SFN,ATL,2016,Bobby Evans,John Coppolella
10/1/2016,74997,SEA,TOR,2016,Jerry Dipoto,Ross Atkins
11/3/2016,75332,DET,ANA,2016,Al Avila,Billy Eppler
11/3/2016,75332,ANA,DET,2016,Billy Eppler,Al Avila
11/4/2016,75535,HOU,PHI,2016,Jeff Luhnow,Matt Klentak
11/4/2016,75535,PHI,HOU,2016,Matt Klentak,Jeff Luhnow
11/7/2016,75351,SEA,LAN,2016,Jerry Dipoto,Farhan Zaidi
11/7/2016,75351,LAN,SEA,2016,Farhan Zaidi,Jerry Dipoto
11/11/2016,75502,LAN,PHI,2016,Farhan Zaidi,Matt Klentak
11/11/2016,75502,PHI,LAN,2016,Matt Klentak,Farhan Zaidi
11/11/2016,75502,PHI,LAN,2016,Matt Klentak,Farhan Zaidi
11/12/2016,75536,OAK,SEA,2016,David Forst,Jerry Dipoto
11/12/2016,75536,SEA,OAK,2016,Jerry Dipoto,David Forst
11/17/2016,84273,NYA,HOU,2016,Brian Cashman,Jeff Luhnow
11/17/2016,84273,NYA,HOU,2016,Brian Cashman,Jeff Luhnow
11/17/2016,84273,HOU,NYA,2016,Jeff Luhnow,Brian Cashman
11/17/2016,84273,HOU,NYA,2016,Jeff Luhnow,Brian Cashman
11/18/2016,75791,TBA,SEA,2016,Matthew Silverman,Jerry Dipoto
11/18/2016,75791,TBA,SEA,2016,Matthew Silverman,Jerry Dipoto
11/18/2016,75791,SEA,TBA,2016,Jerry Dipoto,Matthew Silverman
11/18/2016,75791,SEA,TBA,2016,Jerry Dipoto,Matthew Silverman
11/18/2016,75791,SEA,TBA,2016,Jerry Dipoto,Matthew Silverman
11/18/2016,75794,NYA,SEA,2016,Brian Cashman,Jerry Dipoto
11/18/2016,75794,SEA,NYA,2016,Jerry Dipoto,Brian Cashman
11/23/2016,75839,SEA,ARI,2016,Jerry Dipoto,Dave Stewart
11/23/2016,75839,SEA,ARI,2016,Jerry Dipoto,Dave Stewart
11/23/2016,75839,ARI,SEA,2016,Dave Stewart,Jerry Dipoto
11/23/2016,75839,ARI,SEA,2016,Dave Stewart,Jerry Dipoto
11/23/2016,75839,ARI,SEA,2016,Dave Stewart,Jerry Dipoto
11/23/2016,79917,PHI,WAS,2016,Matt Klentak,Mike Rizzo
11/28/2016,75864,ATL,SEA,2016,John Coppolella,Jerry Dipoto
11/28/2016,75864,ATL,SEA,2016,John Coppolella,Jerry Dipoto
11/28/2016,75864,SEA,ATL,2016,Jerry Dipoto,John Coppolella
12/1/2016,75876,KCA,ANA,2016,Dayton Moore,Billy Eppler
12/1/2016,75876,ANA,KCA,2016,Billy Eppler,Dayton Moore
12/1/2016,75877,SLN,ATL,2016,John Mozeliak,John Coppolella
12/1/2016,75877,ATL,SLN,2016,John Coppolella,John Mozeliak
12/1/2016,75877,ATL,SLN,2016,John Coppolella,John Mozeliak
12/1/2016,75877,ATL,SLN,2016,John Coppolella,John Mozeliak
12/2/2016,75885,SDN,WAS,2016,A.J. Preller,Mike Rizzo
12/2/2016,75885,WAS,SDN,2016,Mike Rizzo,A.J. Preller
12/6/2016,76101,MIL,BOS,2016,David Stearns,Dave Dombrowski (POBO)
12/6/2016,76101,BOS,MIL,2016,Dave Dombrowski (POBO),David Stearns
12/6/2016,76101,BOS,MIL,2016,Dave Dombrowski (POBO),David Stearns
12/6/2016,76101,BOS,MIL,2016,Dave Dombrowski (POBO),David Stearns
12/6/2016,84274,CHA,BOS,2016,Rick Hahn,Dave Dombrowski (POBO)
12/6/2016,84274,BOS,CHA,2016,Dave Dombrowski (POBO),Rick Hahn
12/6/2016,84274,BOS,CHA,2016,Dave Dombrowski (POBO),Rick Hahn
12/6/2016,84274,BOS,CHA,2016,Dave Dombrowski (POBO),Rick Hahn
12/6/2016,84274,BOS,CHA,2016,Dave Dombrowski (POBO),Rick Hahn
12/7/2016,76104,KCA,CHN,2016,Dayton Moore,Jed Hoyer
12/7/2016,76104,CHN,KCA,2016,Jed Hoyer,Dayton Moore
12/7/2016,84275,CHA,WAS,2016,Rick Hahn,Mike Rizzo
12/7/2016,84275,WAS,CHA,2016,Mike Rizzo,Rick Hahn
12/7/2016,84275,WAS,CHA,2016,Mike Rizzo,Rick Hahn
12/7/2016,84275,WAS,CHA,2016,Mike Rizzo,Rick Hahn
12/7/2016,76107,SFN,SEA,2016,Bobby Evans,Jerry Dipoto
12/8/2016,76112,TEX,ATL,2016,Jon Daniels,John Coppolella
12/8/2016,76112,ATL,TEX,2016,John Coppolella,Jon Daniels
12/8/2016,76112,ATL,TEX,2016,John Coppolella,Jon Daniels
12/8/2016,76676,MIN,SDN,2016,Terry Ryan,A.J. Preller
12/8/2016,76676,SDN,MIN,2016,A.J. Preller,Terry Ryan
12/8/2016,76682,CIN,SDN,2016,Dick Williams,A.J. Preller
12/9/2016,75864,SEA,ATL,2016,Jerry Dipoto,John Coppolella
12/9/2016,76682,SDN,CIN,2016,A.J. Preller,Dick Williams
12/10/2016,76116,WAS,ANA,2016,Mike Rizzo,Billy Eppler
12/10/2016,76116,ANA,WAS,2016,Billy Eppler,Mike Rizzo
12/10/2016,76116,ANA,WAS,2016,Billy Eppler,Mike Rizzo
12/12/2016,79917,WAS,PHI,2016,Mike Rizzo,Matt Klentak
12/13/2016,76140,ANA,MIL,2016,Billy Eppler,David Stearns
12/13/2016,76140,MIL,ANA,2016,David Stearns,Billy Eppler
12/13/2016,76140,MIL,ANA,2016,David Stearns,Billy Eppler
12/20/2016,76210,BOS,PHI,2016,Dave Dombrowski (POBO),Matt Klentak
12/20/2016,76210,PHI,BOS,2016,Matt Klentak,Dave Dombrowski (POBO)
12/20/2016,76213,NYA,CLE,2016,Brian Cashman,Mike Chernoff
1/3/2017,76287,ARI,KCA,2017,Mike Hazen,Dayton Moore
1/3/2017,76287,KCA,ARI,2017,Dayton Moore,Mike Hazen
1/6/2017,76295,BAL,SEA,2017,Dan Duquette,Jerry Dipoto
1/6/2017,76295,BAL,SEA,2017,Dan Duquette,Jerry Dipoto
1/6/2017,76295,SEA,BAL,2017,Jerry Dipoto,Dan Duquette
1/6/2017,76296,KCA,SEA,2017,Dayton Moore,Jerry Dipoto
1/6/2017,76296,SEA,KCA,2017,Jerry Dipoto,Dayton Moore
1/11/2017,76330,ATL,SEA,2017,John Coppolella,Jerry Dipoto
1/11/2017,76330,ATL,SEA,2017,John Coppolella,Jerry Dipoto
1/11/2017,76330,SEA,ATL,2017,Jerry Dipoto,John Coppolella
1/11/2017,76330,SEA,ATL,2017,Jerry Dipoto,John Coppolella
1/11/2017,76337,TBA,SEA,2017,Erik Neander,Jerry Dipoto
1/11/2017,76337,SEA,TBA,2017,Jerry Dipoto,Erik Neander
1/11/2017,76337,SEA,TBA,2017,Jerry Dipoto,Erik Neander
1/11/2017,76337,SEA,TBA,2017,Jerry Dipoto,Erik Neander
1/13/2017,76343,LAN,ATL,2017,Farhan Zaidi,John Coppolella
1/13/2017,76343,ATL,LAN,2017,John Coppolella,Farhan Zaidi
1/18/2017,76357,TBA,DET,2017,Erik Neander,Al Avila
1/19/2017,76376,CIN,MIA,2017,Dick Williams,Michael Hill (President)
1/19/2017,76376,MIA,CIN,2017,Michael Hill (President),Dick Williams
1/19/2017,76376,MIA,CIN,2017,Michael Hill (President),Dick Williams
1/19/2017,76376,MIA,CIN,2017,Michael Hill (President),Dick Williams
1/23/2017,76396,TBA,LAN,2017,Erik Neander,Farhan Zaidi
1/23/2017,76396,LAN,TBA,2017,Farhan Zaidi,Erik Neander
1/24/2017,76402,PHI,MIA,2017,Matt Klentak,Michael Hill (President)
1/24/2017,76402,MIA,PHI,2017,Michael Hill (President),Matt Klentak
1/25/2017,76409,OAK,LAN,2017,David Forst,Farhan Zaidi
1/25/2017,76409,LAN,OAK,2017,Farhan Zaidi,David Forst
1/26/2017,76412,OAK,SEA,2017,David Forst,Jerry Dipoto
1/26/2017,76412,SEA,OAK,2017,Jerry Dipoto,David Forst
1/30/2017,76439,LAN,CLE,2017,Farhan Zaidi,Mike Chernoff
1/30/2017,76439,CLE,LAN,2017,Mike Chernoff,Farhan Zaidi
2/1/2017,76451,COL,CHN,2017,Jeff Bridich,Jed Hoyer
2/1/2017,76451,COL,CHN,2017,Jeff Bridich,Jed Hoyer
2/1/2017,76451,CHN,COL,2017,Jed Hoyer,Jeff Bridich
2/1/2017,76451,CHN,COL,2017,Jed Hoyer,Jeff Bridich
2/7/2017,76472,TBA,WAS,2017,Erik Neander,Mike Rizzo
2/7/2017,76472,WAS,TBA,2017,Mike Rizzo,Erik Neander
2/8/2017,76475,SEA,TBA,2017,Jerry Dipoto,Erik Neander
2/8/2017,76475,TBA,SEA,2017,Erik Neander,Jerry Dipoto
2/8/2017,76480,KCA,CHN,2017,Dayton Moore,Jed Hoyer
2/8/2017,76480,CHN,KCA,2017,Jed Hoyer,Dayton Moore
2/9/2017,76486,MIN,PIT,2017,Derek Falvey (POBO),Neal Huntington
2/9/2017,76486,PIT,MIN,2017,Neal Huntington,Derek Falvey (POBO)
2/10/2017,76491,CLE,ANA,2017,Mike Chernoff,Billy Eppler
2/10/2017,76491,ANA,CLE,2017,Billy Eppler,Mike Chernoff
2/10/2017,76492,ARI,PIT,2017,Mike Hazen,Neal Huntington
2/10/2017,76492,PIT,ARI,2017,Neal Huntington,Mike Hazen
2/12/2017,76518,CIN,ATL,2017,Dick Williams,John Coppolella
2/12/2017,76518,ATL,CIN,2017,John Coppolella,Dick Williams
2/12/2017,76518,ATL,CIN,2017,John Coppolella,Dick Williams
2/14/2017,76526,TBA,TEX,2017,Erik Neander,Jon Daniels
2/14/2017,76526,TEX,TBA,2017,Jon Daniels,Erik Neander
2/19/2017,76554,LAN,BAL,2017,Farhan Zaidi,Dan Duquette
2/19/2017,76554,BAL,LAN,2017,Dan Duquette,Farhan Zaidi
2/21/2017,76548,NYA,BAL,2017,Brian Cashman,Dan Duquette
2/21/2017,76548,BAL,NYA,2017,Dan Duquette,Brian Cashman
3/1/2017,76728,LAN,SEA,2017,Farhan Zaidi,Jerry Dipoto
3/1/2017,76728,SEA,LAN,2017,Jerry Dipoto,Farhan Zaidi
3/1/2017,76728,SEA,LAN,2017,Jerry Dipoto,Farhan Zaidi
3/11/2017,76588,SEA,PHI,2017,Jerry Dipoto,Matt Klentak
3/11/2017,76588,PHI,SEA,2017,Matt Klentak,Jerry Dipoto
3/28/2017,76627,PHI,BAL,2017,Matt Klentak,Dan Duquette
3/28/2017,76627,BAL,PHI,2017,Dan Duquette,Matt Klentak
4/6/2017,76723,TEX,BAL,2017,Jon Daniels,Dan Duquette
4/6/2017,76723,BAL,TEX,2017,Dan Duquette,Jon Daniels
4/7/2017,76765,COL,BAL,2017,Jeff Bridich,Dan Duquette
4/13/2017,76811,MIL,BAL,2017,David Stearns,Dan Duquette
4/13/2017,76811,BAL,MIL,2017,Dan Duquette,David Stearns
4/13/2017,76812,BAL,MIL,2017,Dan Duquette,David Stearns
4/13/2017,76812,MIL,BAL,2017,David Stearns,Dan Duquette
4/14/2017,79689,SEA,BAL,2017,Jerry Dipoto,Dan Duquette
4/14/2017,79689,BAL,SEA,2017,Dan Duquette,Jerry Dipoto
4/17/2017,76824,NYA,PIT,2017,Brian Cashman,Neal Huntington
4/17/2017,76825,BAL,ANA,2017,Dan Duquette,Billy Eppler
4/17/2017,76825,ANA,BAL,2017,Billy Eppler,Dan Duquette
4/18/2017,76826,TOR,ANA,2017,Ross Atkins,Billy Eppler
4/18/2017,76826,ANA,TOR,2017,Billy Eppler,Ross Atkins
4/23/2017,76837,ANA,OAK,2017,Billy Eppler,David Forst
4/23/2017,76837,OAK,ANA,2017,David Forst,Billy Eppler
4/28/2017,76357,DET,TBA,2017,Al Avila,Erik Neander
5/5/2017,76213,CLE,NYA,2017,Mike Chernoff,Brian Cashman
5/6/2017,76887,BAL,ANA,2017,Dan Duquette,Billy Eppler
5/6/2017,76887,ANA,BAL,2017,Billy Eppler,Dan Duquette
5/8/2017,76893,CHN,SDN,2017,Jed Hoyer,A.J. Preller
5/8/2017,76893,SDN,CHN,2017,A.J. Preller,Jed Hoyer
5/8/2017,76894,MIN,ATL,2017,Derek Falvey (POBO),John Coppolella
5/8/2017,76894,ATL,MIN,2017,John Coppolella,Derek Falvey (POBO)
5/8/2017,76894,ATL,MIN,2017,John Coppolella,Derek Falvey (POBO)
5/18/2017,76967,CLE,TBA,2017,Mike Chernoff,Erik Neander
5/18/2017,76967,TBA,CLE,2017,Erik Neander,Mike Chernoff
5/20/2017,76988,SLN,ATL,2017,John Mozeliak,John Coppolella
5/20/2017,76988,SLN,ATL,2017,John Mozeliak,John Coppolella
5/20/2017,76988,ATL,SLN,2017,John Coppolella,John Mozeliak
5/26/2017,77013,CHA,WAS,2017,Rick Hahn,Mike Rizzo
5/26/2017,77013,WAS,CHA,2017,Mike Rizzo,Rick Hahn
6/5/2017,76101,BOS,MIL,2017,Dave Dombrowski (POBO),David Stearns
6/6/2017,77077,TEX,SFN,2017,Jon Daniels,Bobby Evans
6/6/2017,77077,TEX,SFN,2017,Jon Daniels,Bobby Evans
6/13/2017,77128,PHI,TEX,2017,Matt Klentak,Jon Daniels
6/13/2017,77128,TEX,PHI,2017,Jon Daniels,Matt Klentak
6/14/2017,76824,PIT,NYA,2017,Neal Huntington,Brian Cashman
6/17/2017,77159,OAK,TBA,2017,David Forst,Erik Neander
6/17/2017,77159,OAK,TBA,2017,David Forst,Erik Neander
6/17/2017,77159,TBA,OAK,2017,Erik Neander,David Forst
6/26/2017,77230,CHN,COL,2017,Jed Hoyer,Jeff Bridich
6/26/2017,77230,COL,CHN,2017,Jeff Bridich,Jed Hoyer
6/26/2017,77231,MIA,TBA,2017,Michael Hill (President),Erik Neander
6/26/2017,77231,TBA,MIA,2017,Erik Neander,Michael Hill (President)
6/26/2017,77231,TBA,MIA,2017,Erik Neander,Michael Hill (President)
6/30/2017,77270,MIL,ANA,2017,David Stearns,Billy Eppler
6/30/2017,77270,ANA,MIL,2017,Billy Eppler,David Stearns
7/2/2017,77286,TOR,TEX,2017,Ross Atkins,Jon Daniels
7/2/2017,77286,TOR,TEX,2017,Ross Atkins,Jon Daniels
7/2/2017,77286,TEX,TOR,2017,Jon Daniels,Ross Atkins
7/2/2017,77317,LAN,BAL,2017,Farhan Zaidi,Dan Duquette
7/2/2017,77317,BAL,LAN,2017,Dan Duquette,Farhan Zaidi
7/2/2017,81765,NYA,BAL,2017,Brian Cashman,Dan Duquette
7/2/2017,81765,BAL,NYA,2017,Dan Duquette,Brian Cashman
7/2/2017,81829,TOR,SLN,2017,Ross Atkins,John Mozeliak
7/2/2017,81829,SLN,TOR,2017,John Mozeliak,Ross Atkins
7/3/2017,76107,SEA,SFN,2017,Jerry Dipoto,Bobby Evans
7/3/2017,77288,CHN,TOR,2017,Jed Hoyer,Ross Atkins
7/3/2017,77288,CHN,TOR,2017,Jed Hoyer,Ross Atkins
7/3/2017,77288,TOR,CHN,2017,Ross Atkins,Jed Hoyer
7/13/2017,77324,CHA,CHN,2017,Rick Hahn,Jed Hoyer
7/13/2017,77324,CHN,CHA,2017,Jed Hoyer,Rick Hahn
7/13/2017,77324,CHN,CHA,2017,Jed Hoyer,Rick Hahn
7/13/2017,77324,CHN,CHA,2017,Jed Hoyer,Rick Hahn
7/13/2017,77324,CHN,CHA,2017,Jed Hoyer,Rick Hahn
7/13/2017,77325,NYA,MIL,2017,Brian Cashman,David Stearns
7/13/2017,77325,MIL,NYA,2017,David Stearns,Brian Cashman
7/16/2017,77339,OAK,WAS,2017,David Forst,Mike Rizzo
7/16/2017,77339,OAK,WAS,2017,David Forst,Mike Rizzo
7/16/2017,77339,WAS,OAK,2017,Mike Rizzo,David Forst
7/16/2017,77339,WAS,OAK,2017,Mike Rizzo,David Forst
7/16/2017,77339,WAS,OAK,2017,Mike Rizzo,David Forst
7/18/2017,84276,DET,ARI,2017,Al Avila,Mike Hazen
7/18/2017,84276,ARI,DET,2017,Mike Hazen,Al Avila
7/18/2017,84276,ARI,DET,2017,Mike Hazen,Al Avila
7/18/2017,84276,ARI,DET,2017,Mike Hazen,Al Avila
7/19/2017,77347,CHA,NYA,2017,Rick Hahn,Brian Cashman
7/19/2017,77347,CHA,NYA,2017,Rick Hahn,Brian Cashman
7/19/2017,77347,CHA,NYA,2017,Rick Hahn,Brian Cashman
7/19/2017,77347,NYA,CHA,2017,Brian Cashman,Rick Hahn
7/19/2017,77347,NYA,CHA,2017,Brian Cashman,Rick Hahn
7/19/2017,77347,NYA,CHA,2017,Brian Cashman,Rick Hahn
7/19/2017,77347,NYA,CHA,2017,Brian Cashman,Rick Hahn
7/20/2017,77354,MIA,SEA,2017,Michael Hill (President),Jerry Dipoto
7/20/2017,77354,SEA,MIA,2017,Jerry Dipoto,Michael Hill (President)
7/20/2017,77354,SEA,MIA,2017,Jerry Dipoto,Michael Hill (President)
7/20/2017,77354,SEA,MIA,2017,Jerry Dipoto,Michael Hill (President)
7/20/2017,77354,SEA,MIA,2017,Jerry Dipoto,Michael Hill (President)
7/21/2017,77362,SLN,SEA,2017,John Mozeliak,Jerry Dipoto
7/21/2017,77362,SEA,SLN,2017,Jerry Dipoto,John Mozeliak
7/22/2017,77364,LAN,TBA,2017,Farhan Zaidi,Erik Neander
7/22/2017,77364,TBA,LAN,2017,Erik Neander,Farhan Zaidi
7/23/2017,77367,NYA,TOR,2017,Brian Cashman,Ross Atkins
7/23/2017,77367,TOR,NYA,2017,Ross Atkins,Brian Cashman
7/24/2017,77377,ATL,MIN,2017,John Coppolella,Derek Falvey (POBO)
7/24/2017,77377,ATL,MIN,2017,John Coppolella,Derek Falvey (POBO)
7/24/2017,77377,ATL,MIN,2017,John Coppolella,Derek Falvey (POBO)
7/24/2017,77377,MIN,ATL,2017,Derek Falvey (POBO),John Coppolella
7/24/2017,77378,SDN,KCA,2017,A.J. Preller,Dayton Moore
7/24/2017,77378,SDN,KCA,2017,A.J. Preller,Dayton Moore
7/24/2017,77378,SDN,KCA,2017,A.J. Preller,Dayton Moore
7/24/2017,77378,KCA,SDN,2017,Dayton Moore,A.J. Preller
7/24/2017,77378,KCA,SDN,2017,Dayton Moore,A.J. Preller
7/24/2017,77378,KCA,SDN,2017,Dayton Moore,A.J. Preller
7/24/2017,77378,KCA,SDN,2017,Dayton Moore,A.J. Preller
7/26/2017,77391,CHA,MIL,2017,Rick Hahn,David Stearns
7/26/2017,77391,MIL,CHA,2017,David Stearns,Rick Hahn
7/26/2017,86269,SFN,BOS,2017,Bobby Evans,Dave Dombrowski (POBO)
7/26/2017,86269,BOS,SFN,2017,Dave Dombrowski (POBO),Bobby Evans
7/26/2017,86269,BOS,SFN,2017,Dave Dombrowski (POBO),Bobby Evans
7/26/2017,77394,PHI,COL,2017,Matt Klentak,Jeff Bridich
7/26/2017,77394,COL,PHI,2017,Jeff Bridich,Matt Klentak
7/26/2017,77394,COL,PHI,2017,Jeff Bridich,Matt Klentak
7/26/2017,77394,COL,PHI,2017,Jeff Bridich,Matt Klentak
7/27/2017,77395,NYN,TBA,2017,Sandy Alderson,Erik Neander
7/27/2017,77395,TBA,NYN,2017,Erik Neander,Sandy Alderson
